star_rating,review_text,clean_text,vader_compound,vader_label,textblob_polarity,textblob_label,silver_label
5,"My husband and I have tried all of the Dark Roasts we've been able to find, and we have chosen Emeril's Big Bold Easy as our personal favorite.  It's rich, not bitter, and tastes great.  We don't usually use milk or cream, so enjoy the plain strong taste of this coffee.",husband tried dark roasts able find chosen emeril big bold easy personal favorite rich bitter tastes great usually use milk cream enjoy plain strong taste coffee,0.9775,positive,0.22933673469387753,positive,positive
5,Love this Chai tea. It is the best. It also arrived very quickly. Thanks for getting it to me so quickly.,love chai tea best also arrived quickly thanks getting quickly,0.9114,positive,0.5083333333333333,positive,positive
1,"My dog would not eat this food.  I tried mixing dog gravy with it, putting his treats on it - no luck.<br /><br />I'm not sure why that was but think that is a bad thing.  I probably should have read the reviews online before buying it at petsmart.",dog would eat food tried mixing dog gravy putting treats luck sure think bad thing probably read reviews online buying petsmart,-0.7802,negative,-0.4749999999999999,negative,negative
5,We enjoy clam chowder.  These clams are the best we have ever tasted for making fine clam chowder.,enjoy clam chowder clams best ever tasted making fine clam chowder,0.8481,positive,0.6055555555555555,positive,positive
1,"When I saw the price of this Coffee Mate I couldn't believe the price, I can get the same exact size at my grociery store for $6.99 for 3 that would be $20.97 they are asking $37.99.. I like coffee mate but not at your price, sorry this is not a good deal....",saw price coffee mate believe price get exact size grociery store would asking like coffee mate price sorry good deal,-0.4232,negative,-0.15,negative,negative
1,"Disgusting and a waste of money. Salmon is more like rotten cat food, and the rest is barely passable as edible food. Tiny portions top off a horrendous buying experience.",disgusting waste money salmon like rotten cat food rest barely passable edible food tiny portions top horrendous buying experience,-0.8746,negative,-0.024999999999999984,abstain,negative
5,My dog loves the Nylabones.  They last forever and much better for her.  I will never get a soft fabric toy again,dog loves nylabones last forever much better never get soft fabric toy,0.765,positive,0.19999999999999998,positive,positive
5,"I exclusively pump for my daughter (who is now 3 months old). I have an oversupply and am building up quite a large freezer stash. Originally, I was using Lansinoh bags but had some leakage issues. With the use of Amazon.com, I was able to browse similar products and came upon Honeysuckle brand bags. The price was right, so I ordered the 300 pack. Gosh, I'm so happy I did.<br /><br />The bags are completely sealed to prevent contamination from shipping and general handling. The top has a spacious area to write details like ounces, date, and child's name. As an exclusive pumper, I put 6 oz of breast milk into each bag, freeze them flat in my kitchen freezer, and then I transfer them into 1 gallon freezer bags (in packs of 10) to head into my chest freezer. When I want to use up some older milk to help shuffle my stash, I take these back out and thaw them in my fridge. These bags haven't leaked once. The edges are reinforced and sturdy. The zip top is easy to close, has double zips, and feels secure once they are zipped. I couldn't be happier with this product and wish more pumpers knew about it.",exclusively pump daughter months old oversupply building quite large freezer stash originally using lansinoh bags leakage issues use amazon com able browse similar products came upon honeysuckle brand bags price right ordered pack gosh happy bags completely sealed prevent contamination shipping general handling top spacious area write details like ounces date child name exclusive pumper put oz breast milk bag freeze flat kitchen freezer transfer gallon freezer bags packs head chest freezer want use older milk help shuffle stash take back thaw fridge bags leaked edges reinforced sturdy zip top easy close double zips feels secure zipped happier product wish pumpers knew,0.9836,positive,0.27222222222222225,positive,positive
5,"This tea is the best I have ever tasted! My whole family loves it! We can't find it locally, thank God for Amazon!",tea best ever tasted whole family loves find locally thank god amazon,0.9334,positive,0.4166666666666667,positive,positive
1,I've been eating Quaker Instant Oatmeal for years. I like most of the flavors ( even the plain ) and the banana cream is wonderful but they only sell it in the variety pack. I figured this would taste just as good as the banana cream so I ordered it. That was a mistake. This was terrible ! It had almost no taste and the taste it had was that of a diet after-taste. That's the only way to explain it. It has a chemical and paste taste...if that makes sense. I thought of donating it to my local foodbank but I feel bad giving such a terrible tasting product to a family in need.,eating quaker instant oatmeal years like flavors even plain banana cream wonderful sell variety pack figured would taste good banana cream ordered mistake terrible almost taste taste diet taste way explain chemical paste taste makes sense thought donating local foodbank feel bad giving terrible tasting product family need,-0.8674,negative,-0.05952380952380953,negative,negative
5,This does exactly what it's made for. I grind up almonds and water to get almond milk and strain it through the bag. The liquid comes through with no debris what so ever. And then you can keep the grounds and dry them. Turn the bag inside out and it cleans right up no problem. Also got a coupon for other items the seller makes and some free samples. Definitely worth the 12 bucks.,exactly made grind almonds water get almond milk strain bag liquid comes debris ever keep grounds dry turn bag inside cleans right problem also got coupon items seller makes free samples definitely worth bucks,0.7755,positive,0.17400793650793653,positive,positive
1,Mallo cups are usually one of my favs.  However these were not stored properly and every piece has the paper cup welded to the candy bar. Impossible to remove entirely from the bar you're forced to eat paper with each cup.,mallo cups usually one favs however stored properly every piece paper cup welded candy bar impossible remove entirely bar forced eat paper cup,-0.4588,negative,-0.24333333333333335,negative,negative
1,"This product has almost no flavor and aroma, contrary to the product's description.<br /><br />I have read that some companies use Chinese instead of European black truffles. The Chinese are supposedly cheaper because they lack the flavor and aroma of the French and Italian black truffles.<br /><br />This product is certainly not worth the price.  You basically get a tube full of what may well have been a paste made from black colored cardboard and oil.",product almost flavor aroma contrary product description read companies use chinese instead european black truffles chinese supposedly cheaper lack flavor aroma french italian black truffles product certainly worth price basically get tube full may well paste made black colored cardboard oil,-0.0959,negative,-0.029999999999999992,abstain,negative
1,"I have read the other reviews about this and I do not understand how people could think this tasted good. I thought it was horrible and I couldn't even finish it. It left a terrible almost metallic aftertaste that made me want to rinse my mouth out. Maybe I received a bad package. I also had a friend try and he thought it was terrible, as well.",read reviews understand people could think tasted good thought horrible even finish left terrible almost metallic aftertaste made want rinse mouth maybe received bad package also friend try thought terrible well,-0.6908,negative,-0.44642857142857145,negative,negative
5,"The only ingredient listed is organic wheat.  So this cereal isn't fortified with additional vitamins and minerals like Malt-o-Meal and Cream-of-Wheat.  You may view that as a negative or a positive, depending on your preferences.<br />I like to have those extra vitamins added, but it won't stop me from ordering this again.  The texture and taste of this cereal was fantastic and the kids gobbled it up.",ingredient listed organic wheat cereal fortified additional vitamins minerals like malt meal cream wheat may view negative positive depending preferences like extra vitamins added stop ordering texture taste cereal fantastic kids gobbled,0.8652,positive,0.06545454545454546,positive,positive
5,"These ravioli are good for snacks, or work lunches, good microwavable container.  Easy to store and to travel with.  Your basic old time Chef Boyardee product.",ravioli good snacks work lunches good microwavable container easy store travel basic old time chef boyardee product,0.8271,positive,0.38666666666666666,positive,positive
5,"I used these on cake pops for Easter.  Everything is pastel coloring, I really like that they give you such a wide variety!",used cake pops easter everything pastel coloring really like give wide variety,0.474,positive,0.025000000000000005,abstain,positive
1,"I had a very hard time working with these wrappers as they were slimey and so thin that when I tried to roll them they would rip.  When I put them in the hot oil, they burst open and all the ingredients came out of them and floated around in the oil.  I threw the remaining wrappers in the garbage.",hard time working wrappers slimey thin tried roll would rip put hot oil burst open ingredients came floated around oil threw remaining wrappers garbage,-0.1761,negative,-0.1322916666666667,negative,negative
4,"I have tried to skip citrus juice to cut calories. This item is a little too sweet for me, but still tastes good. Couldn't stand the brands with NutriSweet, Loved Arizona, this one's OK.",tried skip citrus juice cut calories item little sweet still tastes good stand brands nutrisweet loved arizona one ok,0.8888,positive,0.4125,positive,positive
1,"I ordered 2 cases of Campbell's soup.  They were obviously packed by an incompetent employee - who just put the tray of cans in the bottom of a much larger box and threw a couple of pieces of bubble wrap on top.  Both cartons arrived with no external damage, but the heavy cans had shifted around, in one carton 3 were open, with soup spilled around.  In both boxes, several cans were dented.  This was not the shipping carrier's fault - this was just incredibly poor packing.  I sent a photo and described the damage in the packaging review that was available right after purchase.  Amazon did not bother to even acknowledge that.  Beware of ordering any canned products from Amazon, I certainly will not do it again.",ordered cases campbell soup obviously packed incompetent employee put tray cans bottom much larger box threw couple pieces bubble wrap top cartons arrived external damage heavy cans shifted around one carton open soup spilled around boxes several cans dented shipping carrier fault incredibly poor packing sent photo described damage packaging review available right purchase amazon bother even acknowledge beware ordering canned products amazon certainly,-0.7287,negative,0.0375,abstain,negative
5,"I bought these cookies as a gift. It took only four days to have them delivered. I was very pleased with the product! Each cookie is individually wrapped and the cookies were fresh and had that wonderful crisp to compliment that classic fortune cookie flavor. Do not be discouraged by the price! These fortune cookies are ABSOLUTELY worth it! The only down-sides to this product are that (1) they do not come in the box pictured on the Amazon page (they come in the brown cardboard delivery box with ""fortune cookies"" printed on it) and (2) a portion of the cookies are damaged (however this was expected when ordering anything this fragile). Overall, an excellent buy. I would recommend these to anyone looking for fortune cookies!",bought cookies gift took four days delivered pleased product cookie individually wrapped cookies fresh wonderful crisp compliment classic fortune cookie flavor discouraged price fortune cookies absolutely worth sides product come box pictured amazon page come brown cardboard delivery box fortune cookies printed portion cookies damaged however expected ordering anything fragile overall excellent buy would recommend anyone looking fortune cookies,0.9765,positive,0.29583333333333334,positive,positive
1,"My pomeranian is 11 and will eat any treats. Heck, she eats more produce than most people do. So we bought the duck jerky and peanut butter bits. She won't touch either one. Now, she has never been given duck food so I'm not shocked that she wouldn't put it in her mouth, but she eats peanut butter like crazy. So, I looked at the ingredients and both packages contain tumeric, rosemary, and sage. I think that the seasoning may be what turn many dogs off. My dog won't eat seasoned meat. I'm not positive that this is the problem, or everyone's problem, but I don't see any other ingredients that would turn off dogs. Our pet supply store gave us a full refund and we chose another treat that she goes crazy over.",pomeranian eat treats heck eats produce people bought duck jerky peanut butter bits touch either one never given duck food shocked put mouth eats peanut butter like crazy looked ingredients packages contain tumeric rosemary sage think seasoning may turn many dogs dog eat seasoned meat positive problem everyone problem see ingredients would turn dogs pet supply store gave us full refund chose another treat goes crazy,-0.8681,negative,0.10113636363636362,positive,negative
5,"As always, when I purchase from here I receive it quickly and it is exactly what I want.  Will shop here again",always purchase receive quickly exactly want shop,0.0772,positive,0.29166666666666663,positive,positive
5,We had this pumpkin spice coffee with our dessert on Thanksgiving. It was outstanding. Excellent flavor and easy to make. I highly recommend this Latte.,pumpkin spice coffee dessert thanksgiving outstanding excellent flavor easy make highly recommend latte,0.9245,positive,0.5233333333333333,positive,positive
5,My husband LOVES red vines so I got this as a present! I know he'll love it! He'll have red vines forever with this HUGE tub! :),husband loves red vines got present know love red vines forever huge tub,0.952,positive,0.2708333333333333,positive,positive
2,"I LOVE this coffee.  Unfortunately, I have a box and a half that will never get used.  Why?  Because I bought them and 4 out of the first 10 cups used blew open inside my Keurig brewer, blowing hot water and coffee grounds all over the inside of my brewer and all over my countertop.<br /><br />I can't say what the problem was - maybe I just got a bad batch of K-Cups, but for there to be that many defective cups in one box was very odd.  I've never, ever had that happen with any other K-Cups by Green Mountain or any other company.<br /><br />Anyone wanna buy a box and a half of these?  :-)",love coffee unfortunately box half never get used bought first cups used blew open inside keurig brewer blowing hot water coffee grounds inside brewer countertop say problem maybe got bad batch k cups many defective cups one box odd never ever happen k cups green mountain company anyone wanna buy box half,-0.7567,negative,-0.014285714285714275,abstain,negative
5,"Ten-Chi Cha has met all my expectations. After drinking it, I felt clean, refreshed, and energized. Ten-Chi Cha is A+++",ten chi cha met expectations drinking felt clean refreshed energized ten chi cha,0.7184,positive,0.3666666666666667,positive,positive
2,"Not a terrible product, but tastes no where near to the ""real thing"" that you get from a Barnie's Coffee shop.",terrible product tastes near real thing get barnie coffee shop,-0.2554,negative,0.26666666666666666,positive,negative
1,"""Blends smooth and creamy for a sweet tasting protein""  is in the item description. I don't know who wrote this but they must not have ever smelled or tasted this stuff! Based on the description, I purchased a few of these bags. They come vacuum sealed. The color of the powder is a light olive green. The taste is a combination of powdered sawdust, wheatgrass and every dark green health food store drink you've ever had. The only reason it gave it a star at all is well, there's no choice for zero, and it probably does have decent nutritional properties. But while forcing myself to drink this stuff, I got flashbacks from 3 years old when I was forced to eat spinach. The good news is Amazon refunded the cost of the purchase even though it's a ""non-refundable"" product. You have to call them to do it. They didn't even want me to send back the unopened bags! But I really want to return them. It seems a shame to have to throw them away.",blends smooth creamy sweet tasting protein item description know wrote must ever smelled tasted stuff based description purchased bags come vacuum sealed color powder light olive green taste combination powdered sawdust wheatgrass every dark green health food store drink ever reason gave star well choice zero probably decent nutritional properties forcing drink stuff got flashbacks years old forced eat spinach good news amazon refunded cost purchase even though non refundable product call even want send back unopened bags really want return seems shame throw away,-0.3458,negative,0.08972222222222223,positive,negative
1,Very disappointed I usually use Trader Joes punkin pancake mix and this was not the same. I even tried adding pumpkin spice to the mix and it came up short. Very disappointing.,disappointed usually use trader joes punkin pancake mix even tried adding pumpkin spice mix came short disappointing,-0.7837,negative,-0.40099999999999997,negative,negative
5,"I thought the five-flavor sour gummies(in the green bag) was fantastic. Then I tried the mix o reds, and now the red ones are all I want.  This is my addiction - they are SO good!  Perfectly sour, and perfectly juicy... perfectly addictive!  I'd buy them here, but this is a ridiculously high price for this candy.  The grocery store usually has them for $1.50 or $1.75 per pack, and occasionally, $1 per pack.  Now do the math on these (divide by 12, and...whatever!).",thought five flavor sour gummies green bag fantastic tried mix reds red ones want addiction good perfectly sour perfectly juicy perfectly addictive buy ridiculously high price candy grocery store usually per pack occasionally per pack math divide whatever,0.8845,positive,0.15318181818181817,positive,positive
2,"The tea arrived in a timely fashion, but unfortunately it was stale and rather flavourless. It does not compare with the product as purchased in the UK or sent to Paris.",tea arrived timely fashion unfortunately stale rather flavourless compare product purchased uk sent paris,-0.4767,negative,-0.5,negative,negative
1,"Was so anxious to try this product, wanted to find a super healthy dressing, thought this was it, BOY was I wrong, this is the worst dressing ever, YUCK :(",anxious try product wanted find super healthy dressing thought boy wrong worst dressing ever yuck,-0.6997,negative,-0.2777777777777778,negative,negative
5,This flavor Godiva coffee is my absolute favorite over all other blends and brands.  It is a light vanilla flavor and great for after dinner or breakfast.  I will never buy Starbucks or any other brand as Godiva vanilla has won me over.  It also makes a lovely gift for coffee drinkers; the packaging is pretty. This incidentally makes a week's -12 days worth of coffee or 25 pots of 12 cups each....it makes allot. 5 stars.,flavor godiva coffee absolute favorite blends brands light vanilla flavor great dinner breakfast never buy starbucks brand godiva vanilla also makes lovely gift coffee drinkers packaging pretty incidentally makes week days worth coffee pots cups makes allot stars,0.9705,positive,0.3,positive,positive
1,"These strawberry laces are absolutely awful. Too soft, stuck to my teeth. And a terrible artificial flavor. I should have paid attention to the reviews before purchasing this item. They are headed for the trash.",strawberry laces absolutely awful soft stuck teeth terrible artificial flavor paid attention reviews purchasing item headed trash,-0.8122,negative,-0.625,negative,negative
5,"My wife bought me some of this as a surprise gift a couple days ago.  I love cooking and paprika is one of my favorite ingredients.  This paprika is pretty hot, so it will be great in blackening seasoning and is really good on chicken.  I also used it in a butter garlic cream pasta last night with imitation crab meat and it was very good.  Also, this is not bad for the price.",wife bought surprise gift couple days ago love cooking paprika one favorite ingredients paprika pretty hot great blackening seasoning really good chicken also used butter garlic cream pasta last night imitation crab meat good also bad price,0.9813,positive,0.3206060606060606,positive,positive
1,"I have eaten hot wasabe spiced edamame many times before, eat hotter thai food than some of my Thai family members, and I enjoy hot food generally, and use more Wasabe on my sushi than any others I eat with. I ordered 12 packages of this edamame wasabi, and something clearly went wrong in production. One minute you will have a bite with moderate spicing, and the next you will have enough to want to spit out the nuts, guzzle water, and make you worry you have damaged your sinuses. I kid you not. The process of distribution of wasabe over the nuts is WILDY uneven with spikes best termed hazardous to your health!",eaten hot wasabe spiced edamame many times eat hotter thai food thai family members enjoy hot food generally use wasabe sushi others eat ordered packages edamame wasabi something clearly went wrong production one minute bite moderate spicing next enough want spit nuts guzzle water make worry damaged sinuses kid process distribution wasabe nuts wildy uneven spikes best termed hazardous health,-0.3382,negative,0.2214285714285714,positive,negative
2,"Parthenon Foods shipping from Chicago to here was exhorbitant - it cost much more than I paid for the product.  Only 1 type of shipping was allowed, and I did not need it so fast.  I would have preferred shipping to my mailbox at a lower shipping cost.<br /><br />What arrived was not exactly what I ordered. I ordered 2, 3 liter bottles of sunflower oil, said to be in stock.  I received 6 1 liter bottles, without explanation for the substitution.  I did not complain because the end amount of oil was the same.  However, no-one contacted me about the substitution and asked if it was okay.  Overall, the oil seems okay, but this is not the ideal way to do business !!",parthenon foods shipping chicago exhorbitant cost much paid product type shipping allowed need fast would preferred shipping mailbox lower shipping cost arrived exactly ordered ordered liter bottles sunflower oil said stock received liter bottles without explanation substitution complain end amount oil however one contacted substitution asked okay overall oil seems okay ideal way business,-0.5256,negative,0.28611111111111115,positive,negative
5,"This has been my favorite candy for years,<br />Love having a big jar to share with my friends.<br />My Pitbull adores this candy and I cannot even<br />sneak a piece without her finding me and drooling<br />and begging for a bite.",favorite candy years love big jar share friends pitbull adores candy cannot even sneak piece without finding drooling begging bite,0.9001,positive,0.25,positive,positive
1,I haven't tried this and nor would I at a price of 6.99 for one bottle of water..The concept of the black water seems utterly ridiculous and the price is absolutely outrageous. I can't see this product surviving,tried would price one bottle water concept black water seems utterly ridiculous price absolutely outrageous see product surviving,-0.5975,negative,-0.5,negative,negative
5,"Check the picture I've submitted to see the kind of color that just a little of the dye give you. There's a good mix of color choice here, everything from black to light flesh tone to violet. I've only made one cake with it so far but I only needed a little for spectacular results. I'll get a lot of use out of the amount provided, and when I'm done I will be coming back to this brand for more. There is a huge difference between this and normal liquid food dye that most of us grew up with!<br /><br />--Updated April 2011--<br /><br />The same jars have been in use for ages now and still continue to impress me. Just last week I used them to color some home made play dough with fantastic results-- I expected that there would be an issue with the dye coming off on little hands during playtime, but we were careful to mix the dye in with the dough and haven't had any issues. I highly recommend this set whenever someone I know is looking to do something involving food dye.",check picture submitted see kind color little dye give good mix color choice everything black light flesh tone violet made one cake far needed little spectacular results get lot use amount provided done coming back brand huge difference normal liquid food dye us grew updated april jars use ages still continue impress last week used color home made play dough fantastic results expected would issue dye coming little hands playtime careful mix dye dough issues highly recommend set whenever someone know looking something involving food dye,0.9707,positive,0.1627651515151515,positive,positive
5,"I'm surprised I haven't seen a commercial yet that shows gummy worms wiggling out of the bag and dancing on the grocery store floor, lol.  Seems like a fairly obvious and outrageous idea that would be wonderful and whacky to implement but, to my knowledge, hasn't been used yet.  Anyway I remember 5th grade science class and how this one teacher came up with an idea to put gummy worms in chocolate cake mix and we'd pretend it's real worms in soil.  She'd pass out cups of worms/cake mix to the kids and we'd all laugh.  That actually encouraged me to pass science class that year, believe it or not and I wasn't even a fan of gummy worms back then!  It's true, I didn't actually appreciate the fine flavor until I was about 20.  Before then, all gummy-related things would stick to the roof of my mouth and cause unsatisfaction.  Pick up this bag of Trolli Gummy Squiggles today so your friends or students can share the same joys.",surprised seen commercial yet shows gummy worms wiggling bag dancing grocery store floor lol seems like fairly obvious outrageous idea would wonderful whacky implement knowledge used yet anyway remember th grade science class one teacher came idea put gummy worms chocolate cake mix pretend real worms soil pass cups worms cake mix kids laugh actually encouraged pass science class year believe even fan gummy worms back true actually appreciate fine flavor gummy related things would stick roof mouth cause unsatisfaction pick bag trolli gummy squiggles today friends students share joys,0.9765,positive,0.15476190476190474,positive,positive
4,"After a 20 minute web search, here are the ingredients (Thai Pavilion Garlic Basil Stir Fry Rice Noodles With Sauce, 7.05-Ounce Boxes (Pack of 6)):<br /><br />Stir-Fry Rice Noodle Ingredients: Rice Flour, Water, Salt. Sauce Ingredients: Fresh Garlic, Fresh Green Chilies, Soy Oil, Oyster Sauce (Water, Cane Sugar, Salt, Oyster Extract, Cornstarch)Fish Sauce (Anchovies, Salt, Water, Cane Sugar, Vinegar)Cane Sugar, Fresh Thai Basil, Soy Sauce (Water, Soybeans, Salt, Cane Sugar, Vinegar)Salt.",minute web search ingredients thai pavilion garlic basil stir fry rice noodles sauce ounce boxes pack stir fry rice noodle ingredients rice flour water salt sauce ingredients fresh garlic fresh green chilies soy oil oyster sauce water cane sugar salt oyster extract cornstarch fish sauce anchovies salt water cane sugar vinegar cane sugar fresh thai basil soy sauce water soybeans salt cane sugar vinegar salt,0.7096,positive,0.175,positive,positive
1,"I received the item today. The package and the outer box is completely fine. But the titles are in horrible shape. They are all broken, and the colors are mixed. Some titles are just half full. It looked like it was broken before, been returned and repacked.<br /><br />Totally upset. I should have gone with the powder version on ebay.",received item today package outer box completely fine titles horrible shape broken colors mixed titles half full looked like broken returned repacked totally upset gone powder version ebay,-0.9336,negative,-0.17142857142857143,negative,negative
5,"This product has made my life easier and more delicious.  I use the salts in my everyday life and for entertaining.  I get home after a long day and rub the Himalayan Pink Island on some fish and have great flavor on a healthy dish.  When I am being more indulgent, the smokehouse blend is perfect for brisket.  The porcini mushroom makes a great risotto and I save a fortune not having to buy porcini mushrooms.  I highly suggest visiting the Artistic Taste website and checking out the all recipes.  It is my go-to place whenever I am entertaining.  I am sure to make great food with relative ease.  Also, the well designed jars look great in my kitchen.",product made life easier delicious use salts everyday life entertaining get home long day rub himalayan pink island fish great flavor healthy dish indulgent smokehouse blend perfect brisket porcini mushroom makes great risotto save fortune buy porcini mushrooms highly suggest visiting artistic taste website checking recipes go place whenever entertaining sure make great food relative ease also well designed jars look great kitchen,0.9925,positive,0.46351851851851855,positive,positive
1,"The last shipping I got, the tea is so horrible. It is like the 3rd time that you put water in...It is so weak. It hardly tasted like green tea that I used to get. I don't know what wrong with it. I ordered 6 boxes/each. So, it took me a few months to finish all 6 boxes. With 2nd package with 6 boxes those a received about a couple months ago, they are so terrible. It almost does not smell like a real tea any more.",last shipping got tea horrible like rd time put water weak hardly tasted like green tea used get know wrong ordered boxes took months finish boxes nd package boxes received couple months ago terrible almost smell like real tea,-0.8425,negative,-0.2388888888888889,negative,negative
5,"I've tried most of the Popchips flavors, and the barbecue flavor is my favorite. It has a sweet spiciness, but nothing is overpowering; just the right balance of smoke, sweet, and spice, they're all good, but the barbecue has the most robust flavor.<br /><br />Popchips are a good choice for those who are trying to trim a few pounds. They're tasty and filling, but relatively low in calories compared to traditional chips. I parcel mine out into sandwich-size reclosable bags to help with portion control, and still manage to have a satisfying snack that fits in my program.",tried popchips flavors barbecue flavor favorite sweet spiciness nothing overpowering right balance smoke sweet spice good barbecue robust flavor popchips good choice trying trim pounds tasty filling relatively low calories compared traditional chips parcel mine sandwich size reclosable bags help portion control still manage satisfying snack fits program,0.9754,positive,0.34880952380952385,positive,positive
5,I bought this package because in the afternoons I usually get hungry during work in my office but did not want to use those vending machines which have large size of snickers.<br />I ordered this from Amazon and received it very quickly and now in the afternoons I have one of these bars (fun size) as a snack. Each one has only 80 calories and is good for me as a man of medium size body.<br />I always loved snickers!!!,bought package afternoons usually get hungry work office want use vending machines large size snickers ordered amazon received quickly afternoons one bars fun size snack one calories good man medium size body always loved snickers,0.9534,positive,0.34251700680272107,positive,positive
5,"Tuna is a big hit with my kitties, so I knew they would love this pate, and they did!  They always go nuts when I open a can of tuna for myself, so now when I do, I will keep these on hand so they don't feel so bad!  And it has vitamins and supplements in there too, so it makes for a great little meal for them.  Love it!",tuna big hit kitties knew would love pate always go nuts open tuna keep hand feel bad vitamins supplements makes great little meal love,0.8953,positive,0.1410714285714286,positive,positive
5,"We first discovered and bought Michael Season's at Fred Meyer because they are reduced fat and salt, and the taste and consistency are great. But FM stocks only Thin and Crispy and my wife wanted a sturdier version to use with dips. After getting product descriptions from the Michael Season's web site we discovered that they also make reduced fat and sodium Ripple chips. Found that Amazon had them in stock, ordered and received them promptly with free shipping. My wife says that she likes the taste as much as the Thin and Crispy and that the Ripple also stand up to using with thick dips.<br /><br />Also we found that Michael Season's are almost entirely whole chips, whether ordered online or bought from a store, unlike Frito-Lay. After I watched a Frito-Lay sales and stock person literally crush each bag of F-L chips apparently so that he could get more bags into the allotted space I could understand why. Michael Season's is a winner for several reasons. And with Amazon, the price per bag is lower than if bought locally.",first discovered bought michael season fred meyer reduced fat salt taste consistency great fm stocks thin crispy wife wanted sturdier version use dips getting product descriptions michael season web site discovered also make reduced fat sodium ripple chips found amazon stock ordered received promptly free shipping wife says likes taste much thin crispy ripple also stand using thick dips also found michael season almost entirely whole chips whether ordered online bought store unlike frito lay watched frito lay sales stock person literally crush bag f l chips apparently could get bags allotted space could understand michael season winner several reasons amazon price per bag lower bought locally,0.946,positive,0.1,positive,positive
1,"I absolutely ADORE the Original Flavor of Zola Acai Drinks and I've had a standing subscription order for a couple of years - for both the smaller, 12 oz bottles and the larger 32 oz size.  But the last three months of the 32 oz size have been UNDRINKABLE!  I don't know if anyone else has experienced this problem, but I am so disappointed because it's always been top-quality before these last 3 shipments.<br /><br />Each of the 8 32-oz size bottles have had thick green stuff floating around in it...it's almost a neon green color, and it is a consistency kind of like algae. Weirdly enough, the 12-oz bottles in my order have been fine. The first time my order was like that, I shrugged it off and thought that maybe I had let 1-2 bottles sit outside in my car in the Florida summer heat, but every single bottle had green junk floating all through it, and I know that I did not even take 6-7 bottles in my car or any other place where it could have gotten contaminated.<br /><br />The second month/order it happened, I saved the receipt, took photos of the green stuff, and tried to contact the seller and Amazon. Unfortunately they do not accept returns! At the time I was so busy I forgot to cancel my standing order of the 32 oz bottles and so they shipped a third month of the 32-oz bottles and they too had the same problem. Each month I have also received my standing order of 2 boxes of 12-oz drinks and they have been FINE - no green gunk. But I've been stuck having to pour out each of the 32-oz bottles, and at a cost of close to $50 each time, that has been a HUGE waste of $$ for me.<br /><br />I don't know whether the problem has been only with bottles shipped from my seller (?) or if it is affecting everyone's orders. I have noticed that some other distributors online do accept returns, but I am not willing to risk going through this again with someone different. Maybe some purchasers actually drink the tall bottles with the green gunk, and maybe it wouldn't harm me or my kids, but it makes me queasy to see that in a glass when I pour a drink...and it tastes a little funky - so down the drain they go. In the 2-3 years I've been buying Zola drinks, I've never had this problem, so maybe it's temporary or maybe there's a logical explanation that I'm just not aware of. Good luck if you try the tall bottles.",absolutely adore original flavor zola acai drinks standing subscription order couple years smaller oz bottles larger oz size last three months oz size undrinkable know anyone else experienced problem disappointed always top quality last shipments oz size bottles thick green stuff floating around almost neon green color consistency kind like algae weirdly enough oz bottles order fine first time order like shrugged thought maybe let bottles sit outside car florida summer heat every single bottle green junk floating know even take bottles car place could gotten contaminated second month order happened saved receipt took photos green stuff tried contact seller amazon unfortunately accept returns time busy forgot cancel standing order oz bottles shipped third month oz bottles problem month also received standing order boxes oz drinks fine green gunk stuck pour oz bottles cost close time huge waste know whether problem bottles shipped seller affecting everyone orders noticed distributors online accept returns willing risk going someone different maybe purchasers actually drink tall bottles green gunk maybe harm kids makes queasy see glass pour drink tastes little funky drain go years buying zola drinks never problem maybe temporary maybe logical explanation aware good luck try tall bottles,-0.8244,negative,0.020471230158730164,abstain,negative
2,"I bought this based on other reviews. Wow, I'm disappointed. Maybe, (let's give them the benefit of the doubt), I got a bad batch. I knew something was up when I opened the bag and smelled how skunky it was. Thought, hmm, that doesn't smell much like coffee. Not fresh roasted anyhow. Brewing in my Bialetti was a big disappointment. Tasted like it smelled, old socks. Weird aftertastes. I drink my coffee black so it is of course less forgiving. Perhaps one can get by with crutches to mask the flavor but it shouldn't be necessary. I'm going to cut this with espresso beans to mask the flavor somewhat and try not to feel to bad about my wasted purchase. Will not buy any of their products again.",bought based reviews wow disappointed maybe let give benefit doubt got bad batch knew something opened bag smelled skunky thought hmm smell much like coffee fresh roasted anyhow brewing bialetti big disappointment tasted like smelled old socks weird aftertastes drink coffee black course less forgiving perhaps one get crutches mask flavor necessary going cut espresso beans mask flavor somewhat try feel bad wasted purchase buy products,-0.9364,negative,-0.24388888888888885,negative,negative
1,"What a disappointment - not nearly as good as I had hoped. Bitter, not peachy enough and not sweet at all.",disappointment nearly good hoped bitter peachy enough sweet,-0.8119,negative,-0.24500000000000002,negative,negative
